1,Sudan,149.17,216.10,2012
2,Sri Lanka,135.83,194.46,2012
3,Iran,131.85,188.55,2012
4,Morocco,125.83,185.35,2012
5,Egypt,125.71,177.41,2012
6,Zimbabwe,124.17,184.33,2012
7,China,122.80,170.96,2012
8,Philippines,116.65,160.94,2012
9,Bangladesh,116.25,163.04,2012
10,Saudi Arabia,112.50,156.70,2012
11,Bosnia And Herzegovina,112.42,159.48,2012
12,Venezuela,110.00,160.77,2012
13,Russia,104.67,142.88,2012
14,Chile,103.75,150.33,2012
15,India,102.91,139.00,2012
16,Thailand,101.61,141.15,2012
17,Pakistan,101.33,138.35,2012
18,Ukraine,100.24,136.83,2012
19,Puerto Rico,99.17,133.11,2012
20,Bulgaria,98.48,134.38,2012
21,Mexico,93.50,127.79,2012
22,Romania,91.92,123.63,2012
23,Colombia,91.46,124.25,2012
24,Malaysia,91.25,125.35,2012
25,Hungary,90.25,129.33,2012
26,Argentina,90.00,128.36,2012
27,Hong Kong,89.58,146.80,2012
28,Turkey,89.23,118.70,2012
29,South Africa,88.96,119.13,2012
30,Belgium,88.33,120.99,2012
31,Greece,87.77,118.50,2012
32,Spain,85.62,113.05,2012
33,Italy,85.48,117.19,2012
34,Poland,83.75,114.15,2012
35,Brazil,82.92,112.38,2012
36,Serbia,80.97,110.68,2012
37,Singapore,70.83,93.89,2012
38,United Arab Emirates,69.17,91.05,2012
39,Czech Republic,65.99,92.24,2012
40,United Kingdom,64.43,86.41,2012
41,France,61.82,84.68,2012
42,United States,61.27,77.70,2012
43,Tunisia,59.58,77.41,2012
44,Jordan,58.00,90.20,2012
45,Japan,52.50,74.37,2012
46,Portugal,51.91,68.32,2012
47,Croatia,49.94,69.35,2012
48,Israel,48.75,69.37,2012
49,Ireland,45.17,63.99,2012
50,Germany,45.14,58.08,2012
51,Indonesia,43.84,58.02,2012
52,Austria,42.84,59.78,2012
53,Netherlands,41.67,60.30,2012
54,Canada,41.59,52.33,2012
55,Australia,37.25,45.01,2012
56,Switzerland,35.49,54.80,2012
57,Slovenia,35.00,48.02,2012
58,Denmark,34.17,50.18,2012
59,Sweden,32.50,43.85,2012
60,Costa Rica,25.00,59.04,2012
61,Finland,24.38,35.51,2012
62,Norway,19.22,23.23,2012
63,New Zealand,17.08,27.49,2012
64,Iceland,7.08,12.69,2012
1,Ghana,113.79,212.16,2013
2,Peru,97.18,177.20,2013
3,Bangladesh,96.93,175.61,2013
4,Jamaica,96.84,176.66,2013
5,Nigeria,94.83,182.44,2013
6,El Salvador,93.10,172.48,2013
7,Iran,90.23,168.81,2013
8,Egypt,89.86,160.84,2013
9,Myanmar,89.52,166.97,2013
10,China,89.35,164.12,2013
11,Mongolia,88.97,171.09,2013
12,Sri Lanka,88.18,160.78,2013
13,Lebanon,88.05,158.24,2013
14,Albania,87.36,162.61,2013
15,Pakistan,86.96,157.42,2013
16,Trinidad And Tobago,86.78,156.83,2013
17,Indonesia,85.14,151.24,2013
18,Bahamas,85.06,152.21,2013
19,Nepal,83.37,149.53,2013
20,Qatar,82.76,157.18,2013
21,Turkey,82.00,146.13,2013
22,Venezuela,81.89,146.91,2013
23,Saudi Arabia,80.55,148.47,2013
24,Morocco,80.25,145.87,2013
25,Kazakhstan,79.60,150.42,2013
26,Bulgaria,78.86,143.47,2013
27,Guyana,78.74,149.18,2013
28,Russia,78.29,138.60,2013
29,India,77.48,136.91,2013
30,Armenia,77.30,141.07,2013
31,Laos,76.29,140.56,2013
32,South Korea,75.57,140.38,2013
33,Philippines,74.84,131.79,2013
34,Macedonia,74.43,150.71,2013
35,Chile,74.20,135.75,2013
36,Bolivia,73.79,159.45,2013
37,Thailand,72.12,127.24,2013
38,Azerbaijan,71.55,128.03,2013
39,Taiwan,71.48,129.41,2013
40,Malta,71.19,126.09,2013
41,Colombia,68.26,127.61,2013
42,Bosnia And Herzegovina,67.63,119.84,2013
43,Malaysia,67.35,116.96,2013
44,Ukraine,67.28,119.79,2013
45,Cambodia,66.38,118.46,2013
46,Mexico,66.08,115.12,2013
47,Tunisia,65.93,118.78,2013
48,Algeria,65.80,115.18,2013
49,Hong Kong,64.95,122.21,2013
50,Georgia,64.83,114.81,2013
51,Romania,63.34,108.86,2013
52,Zimbabwe,63.05,117.44,2013
53,Greece,62.69,109.83,2013
54,Tanzania,61.78,106.87,2013
55,Ethiopia,60.06,106.41,2013
56,Israel,59.54,110.25,2013
57,South Africa,58.99,101.03,2013
58,Italy,58.86,101.76,2013
59,Ecuador,58.55,100.52,2013
60,United Arab Emirates,58.37,103.16,2013
61,Libya,56.98,97.55,2013
62,Brazil,56.50,96.87,2013
63,Cyprus,56.44,97.15,2013
64,Argentina,55.56,97.17,2013
65,Fiji,55.26,99.10,2013
66,Jordan,54.60,98.21,2013
67,Kyrgyzstan,54.60,95.43,2013
68,Puerto Rico,54.02,94.17,2013
69,Sudan,53.91,96.29,2013
70,Kenya,53.45,90.61,2013
71,Hungary,53.27,92.29,2013
72,Serbia,52.79,91.22,2013
73,Paraguay,51.55,92.41,2013
74,Poland,50.02,83.98,2013
75,Costa Rica,49.82,91.29,2013
76,Belgium,49.63,83.83,2013
77,Singapore,49.50,84.77,2013
78,Panama,48.08,91.43,2013
79,Belize,46.55,82.78,2013
80,Spain,46.52,76.93,2013
81,Vietnam,46.38,77.24,2013
82,Montenegro,44.58,76.60,2013
83,Croatia,42.00,73.35,2013
84,Uganda,41.95,77.77,2013
85,France,41.30,68.60,2013
86,Czech Republic,40.10,70.46,2013
87,Latvia,38.79,66.37,2013
88,Mauritius,38.36,73.02,2013
89,Belarus,36.23,65.02,2013
90,United Kingdom,36.02,60.07,2013
91,Brunei,35.06,70.84,2013
92,Portugal,35.00,59.56,2013
93,Slovakia,34.40,60.06,2013
94,Denmark,34.29,59.04,2013
95,Japan,33.68,59.15,2013
96,United States,32.53,57.83,2013
97,Uruguay,30.46,65.58,2013
98,Ireland,29.76,53.01,2013
99,Austria,28.81,49.50,2013
100,Germany,28.43,45.69,2013
101,Slovenia,28.17,50.69,2013
102,Netherlands,28.08,50.94,2013
103,Canada,26.52,43.51,2013
104,Lithuania,25.17,46.83,2013
105,Norway,23.35,37.24,2013
106,Switzerland,22.97,42.07,2013
107,New Zealand,21.80,38.08,2013
108,Australia,20.89,33.03,2013
109,Sweden,18.79,31.13,2013
110,Finland,18.53,28.91,2013
111,Estonia,16.38,41.40,2013
112,Iceland,9.85,18.03,2013
1,Ghana,111.18,204.26,2014
2,Bangladesh,95.87,173.32,2014
3,Mongolia,94.98,178.36,2014
4,Egypt,91.23,164.41,2014
5,Peru,88.65,160.95,2014
6,Myanmar,86.93,159.17,2014
7,Lebanon,86.72,155.13,2014
8,El Salvador,86.28,158.06,2014
9,Iran,86.07,158.56,2014
10,Trinidad And Tobago,85.71,153.94,2014
11,Nepal,85.43,152.22,2014
12,Macedonia,85.35,161.50,2014
13,China,84.72,154.49,2014
14,Azerbaijan,82.02,146.73,2014
15,Jordan,81.84,145.45,2014
16,Qatar,81.03,144.69,2014
17,Jamaica,80.86,143.81,2014
18,Pakistan,80.25,142.77,2014
19,Laos,78.91,143.06,2014
20,Albania,77.30,140.48,2014
21,Turkey,77.11,135.42,2014
22,Russia,76.45,135.43,2014
23,Guatemala,75.92,134.33,2014
24,Philippines,74.88,131.61,2014
25,Cambodia,74.71,135.79,2014
26,Tunisia,74.55,132.18,2014
27,Kazakhstan,74.36,136.03,2014
28,India,74.34,130.21,2014
29,Sri Lanka,74.26,132.11,2014
30,South Korea,74.24,136.21,2014
31,Venezuela,73.96,130.60,2014
32,Bolivia,73.79,159.45,2014
33,Indonesia,73.78,129.13,2014
34,Ukraine,73.32,131.25,2014
35,Vietnam,72.62,126.49,2014
36,Armenia,71.57,131.76,2014
37,Saudi Arabia,71.54,127.93,2014
38,Mexico,71.17,124.38,2014
39,Thailand,71.13,123.48,2014
40,Chile,70.98,129.51,2014
41,Taiwan,70.81,127.01,2014
42,Moldova,70.34,125.24,2014
43,Morocco,70.10,122.73,2014
44,Malta,68.92,121.88,2014
45,Dominican Republic,68.76,120.36,2014
46,Guyana,67.67,121.07,2014
47,Bulgaria,66.72,119.35,2014
48,Colombia,65.67,120.14,2014
49,Georgia,65.28,115.72,2014
50,Ethiopia,64.89,115.97,2014
51,Tanzania,64.47,111.41,2014
52,Hong Kong,63.79,118.30,2014
53,Israel,63.75,113.21,2014
54,Libya,63.54,109.60,2014
55,Algeria,62.59,107.55,2014
56,Romania,62.55,107.89,2014
57,Malaysia,61.12,104.78,2014
58,Kyrgyzstan,61.03,111.94,2014
59,Sudan,61.01,107.64,2014
60,Kenya,60.71,104.25,2014
61,Italy,60.42,105.32,2014
62,Kuwait,59.99,106.34,2014
63,Costa Rica,59.57,105.92,2014
64,Zimbabwe,58.36,109.68,2014
65,Bosnia And Herzegovina,58.22,100.68,2014
66,South Africa,57.93,99.35,2014
67,Brazil,57.58,98.75,2014
68,Paraguay,57.47,104.26,2014
69,Argentina,57.45,99.66,2014
70,Belgium,56.16,96.62,2014
71,Mauritius,53.86,99.12,2014
72,United Arab Emirates,53.84,93.28,2014
73,Ecuador,53.66,91.71,2014
74,Fiji,52.06,90.32,2014
75,Poland,50.54,85.42,2014
76,Panama,49.85,91.93,2014
77,Spain,49.76,82.97,2014
78,Serbia,49.56,84.36,2014
79,Hungary,48.33,83.12,2014
80,Belize,47.59,84.93,2014
81,Puerto Rico,47.41,81.09,2014
82,France,46.92,78.33,2014
83,Cyprus,46.14,77.41,2014
84,Greece,45.28,75.41,2014
85,Luxembourg,45.17,77.12,2014
86,Montenegro,44.58,76.60,2014
87,Latvia,43.61,71.74,2014
88,Belarus,42.72,72.43,2014
89,Singapore,41.93,71.02,2014
90,Slovakia,40.81,71.38,2014
91,Japan,40.78,68.58,2014
92,Brunei,38.45,67.73,2014
93,Czech Republic,38.34,66.41,2014
94,Syria,35.92,57.78,2014
95,United States,35.13,59.81,2014
96,Denmark,34.76,56.09,2014
97,United Kingdom,33.81,55.76,2014
98,Slovenia,32.97,59.64,2014
99,Netherlands,32.40,53.81,2014
100,Austria,31.68,54.85,2014
101,Portugal,30.90,51.44,2014
102,Germany,30.20,48.24,2014
103,Ireland,29.32,52.47,2014
104,Croatia,28.69,46.90,2014
105,Canada,27.70,44.87,2014
106,Switzerland,26.80,46.12,2014
107,Norway,22.57,37.16,2014
108,Uruguay,21.33,37.63,2014
109,Lithuania,21.13,38.65,2014
110,New Zealand,21.02,33.59,2014
111,Australia,19.38,29.78,2014
112,Iceland,18.04,29.33,2014
113,Sweden,17.51,28.50,2014
114,Finland,16.68,27.36,2014
115,Estonia,13.43,27.02,2014
1,Senegal,110.34,206.09,2015
2,Ghana,109.27,200.44,2015
3,Afghanistan,100.34,184.06,2015
4,Iraq,96.72,177.24,2015
5,Egypt,96.62,175.65,2015
6,Liberia,95.29,179.52,2015
7,Mongolia,94.55,175.75,2015
8,Bolivia,94.05,170.03,2015
9,Bangladesh,93.59,169.25,2015
10,China,89.36,164.03,2015
11,Lebanon,89.11,159.76,2015
12,Yemen,88.53,162.14,2015
13,Myanmar,87.89,161.66,2015
14,Qatar,87.73,158.95,2015
15,El Salvador,87.52,158.80,2015
16,Bahrain,87.36,159.86,2015
17,Peru,86.50,155.45,2015
18,Jordan,85.64,152.71,2015
19,Botswana,85.06,153.78,2015
20,Vietnam,84.34,149.78,2015
21,Pakistan,83.73,149.37,2015
22,Nepal,83.39,148.44,2015
23,Macedonia,82.31,155.23,2015
24,Iran,82.28,150.90,2015
25,Azerbaijan,81.30,146.01,2015
26,Trinidad And Tobago,80.15,142.73,2015
27,Cambodia,80.06,143.96,2015
28,Venezuela,79.19,141.24,2015
29,India,77.72,137.41,2015
30,Jamaica,77.20,136.84,2015
31,South Korea,77.11,140.95,2015
32,Nigeria,76.29,134.27,2015
33,Albania,76.21,134.11,2015
34,Zambia,76.12,149.07,2015
35,Honduras,75.20,135.16,2015
36,Indonesia,74.41,130.40,2015
37,Turkey,74.31,131.19,2015
38,Philippines,74.17,130.17,2015
39,Kazakhstan,73.69,134.68,2015
40,Tunisia,73.54,130.02,2015
41,Armenia,73.03,134.85,2015
42,Thailand,72.81,126.72,2015
43,Russia,72.77,128.20,2015
44,Chile,72.40,132.62,2015
45,Maldives,71.89,125.23,2015
46,Guatemala,71.14,124.03,2015
47,Saudi Arabia,71.02,125.44,2015
48,Ukraine,69.85,122.71,2015
49,Monaco,68.89,125.29,2015
50,Mexico,68.83,119.56,2015
51,Laos,68.56,120.32,2015
52,Algeria,68.37,119.61,2015
53,Taiwan,67.65,119.94,2015
54,Tanzania,66.78,115.55,2015
55,Ethiopia,66.74,119.68,2015
56,Zimbabwe,65.86,118.73,2015
57,Sri Lanka,65.72,114.62,2015
58,Greenland,65.52,118.58,2015
59,Dominican Republic,65.32,113.00,2015
60,Israel,65.21,116.35,2015
61,South Africa,65.19,113.17,2015
62,Malaysia,64.73,111.12,2015
63,Bulgaria,63.96,115.00,2015
64,Malta,63.17,109.69,2015
65,Morocco,62.73,107.91,2015
66,Kenya,62.20,108.02,2015
67,Colombia,61.41,111.85,2015
68,United Arab Emirates,61.34,106.31,2015
69,Sudan,61.01,107.64,2015
70,Fiji,60.79,105.82,2015
71,Kuwait,59.63,105.21,2015
72,Hong Kong,59.50,106.24,2015
73,Paraguay,59.13,105.75,2015
74,Guyana,59.09,104.86,2015
75,Georgia,58.79,102.90,2015
76,Bosnia And Herzegovina,58.54,101.95,2015
77,Brazil,58.03,98.78,2015
78,Italy,57.75,99.09,2015
79,Oman,57.43,99.01,2015
80,Moldova,57.24,98.51,2015
81,Serbia,56.60,98.51,2015
82,Argentina,55.88,97.37,2015
83,Kyrgyzstan,55.46,100.02,2015
84,Costa Rica,55.32,96.86,2015
85,Libya,54.07,91.14,2015
86,Belgium,53.84,91.41,2015
87,Namibia,53.28,93.79,2015
88,Ecuador,53.20,89.18,2015
89,Belize,51.60,91.00,2015
90,Panama,50.91,94.97,2015
91,Poland,50.55,86.00,2015
92,Romania,50.55,84.29,2015
93,Montenegro,48.99,85.87,2015
94,Puerto Rico,48.03,82.39,2015
95,Slovakia,47.94,82.63,2015
96,Syria,47.42,81.05,2015
97,Mauritius,47.32,85.23,2015
98,Spain,46.30,76.79,2015
99,Hungary,46.25,79.39,2015
100,France,45.94,77.19,2015
101,Belarus,45.12,77.21,2015
102,Greece,44.87,74.52,2015
103,Latvia,43.43,73.00,2015
104,Czech Republic,42.87,73.78,2015
105,Brunei,40.79,73.85,2015
106,Singapore,40.40,68.36,2015
107,Japan,38.22,63.67,2015
108,Netherlands,34.97,57.32,2015
109,Bahamas,34.65,57.89,2015
110,Austria,33.96,58.19,2015
111,United Kingdom,33.95,55.48,2015
112,Luxembourg,33.50,55.45,2015
113,Cyprus,32.88,53.01,2015
114,Croatia,32.76,53.81,2015
115,Portugal,32.61,53.88,2015
116,Denmark,31.79,49.92,2015
117,Uruguay,31.72,54.16,2015
118,United States,31.45,55.74,2015
119,Slovenia,31.45,56.66,2015
120,Lithuania,29.60,49.36,2015
121,Turkmenistan,28.45,47.59,2015
122,Germany,28.32,44.98,2015
123,Ireland,27.97,49.69,2015
124,Canada,27.30,44.58,2015
125,Switzerland,24.07,40.42,2015
126,Uzbekistan,23.79,39.66,2015
127,Norway,23.70,38.39,2015
128,Australia,21.63,33.67,2015
129,New Zealand,17.61,29.85,2015
130,Estonia,15.53,30.20,2015
131,Sweden,15.14,24.81,2015
132,Finland,14.91,26.06,2015
133,Iceland,13.78,24.49,2015
134,Reunion,11.03,34.34,2015
135,Bermuda,3.24,8.38,2015
1,Egypt,96.05,174.17,2016
2,Lebanon,91.88,165.17,2016
3,Mongolia,90.96,167.98,2016
4,Monaco,90.11,163.54,2016
5,Bangladesh,88.27,158.56,2016
6,Peru,87.91,158.18,2016
7,Azerbaijan,87.04,155.51,2016
8,Vietnam,86.09,153.20,2016
9,Myanmar,85.62,156.90,2016
10,China,85.54,155.89,2016
11,Macedonia,85.29,156.32,2016
12,Iran,84.21,154.11,2016
13,Bolivia,83.14,147.86,2016
14,Jordan,82.72,146.82,2016
15,Cambodia,82.57,147.82,2016
16,Bahrain,81.73,149.20,2016
17,Nepal,81.19,143.85,2016
18,Qatar,80.96,144.26,2016
19,Venezuela,77.68,138.57,2016
20,Trinidad And Tobago,77.22,136.40,2016
21,India,77.02,135.55,2016
22,Pakistan,76.64,134.73,2016
23,Algeria,76.17,135.20,2016
24,Dominican Republic,75.33,132.42,2016
25,Malta,75.18,132.63,2016
26,Indonesia,75.14,131.84,2016
27,Tunisia,75.12,132.33,2016
28,Albania,75.08,131.72,2016
29,Philippines,73.12,127.73,2016
30,Saudi Arabia,72.20,128.09,2016
31,Jamaica,72.16,126.27,2016
32,Kazakhstan,72.00,131.53,2016
33,Thailand,71.51,124.15,2016
34,Zimbabwe,71.20,127.72,2016
35,Georgia,69.90,124.96,2016
36,Ukraine,67.84,118.78,2016
37,Malaysia,67.53,116.58,2016
38,Chile,67.21,123.27,2016
39,Hong Kong,67.17,121.08,2016
40,Morocco,66.87,116.83,2016
41,Turkey,65.75,115.18,2016
42,Sri Lanka,65.21,113.27,2016
43,Mexico,64.64,111.24,2016
44,Russia,64.49,111.34,2016
45,Colombia,64.44,117.34,2016
46,Taiwan,63.37,110.74,2016
47,South Africa,63.29,109.49,2016
48,Tanzania,62.59,108.13,2016
49,Israel,61.46,109.21,2016
50,Brazil,61.18,104.63,2016
51,Bulgaria,60.35,107.77,2016
52,United Arab Emirates,59.54,102.71,2016
53,Ecuador,59.32,100.99,2016
54,Bahamas,58.60,100.19,2016
55,Argentina,58.46,101.72,2016
56,Bosnia And Herzegovina,57.95,101.63,2016
57,Belgium,56.61,97.91,2016
58,Italy,56.56,97.11,2016
59,Panama,56.02,100.48,2016
60,Serbia,55.14,94.33,2016
61,Costa Rica,53.09,92.88,2016
62,Puerto Rico,50.67,87.04,2016
63,Romania,50.50,84.14,2016
64,Poland,49.87,85.34,2016
65,South Korea,49.65,89.02,2016
66,Slovakia,48.43,82.59,2016
67,Mauritius,47.38,84.65,2016
68,Greece,47.22,79.54,2016
69,Hungary,46.70,80.40,2016
70,Spain,46.58,77.23,2016
71,France,46.31,77.49,2016
72,Libya,45.42,75.02,2016
73,Uruguay,42.93,73.48,2016
74,Czech Republic,42.49,72.23,2016
75,Singapore,38.83,66.81,2016
76,Latvia,37.14,61.99,2016
77,United Kingdom,35.02,56.99,2016
78,United States,34.94,60.23,2016
79,Japan,34.04,54.90,2016
80,Belarus,33.70,53.71,2016
81,Cyprus,33.37,54.75,2016
82,Netherlands,32.79,53.29,2016
83,Portugal,31.85,51.56,2016
84,Lithuania,30.94,51.13,2016
85,Ireland,30.85,53.16,2016
86,Austria,30.77,52.14,2016
87,Croatia,30.42,49.92,2016
88,Denmark,29.93,46.55,2016
89,Germany,29.91,47.80,2016
90,Canada,29.48,48.07,2016
91,Slovenia,28.20,50.94,2016
92,Switzerland,23.02,37.46,2016
93,Australia,22.88,35.59,2016
94,New Zealand,19.04,31.62,2016
95,Sweden,18.30,29.00,2016
96,Norway,18.21,30.05,2016
97,Finland,17.84,30.68,2016
98,Estonia,16.45,29.81,2016
99,Iceland,13.10,22.98,2016
